NumberOfSamplePoint, frequency, freq_position, freq_true, S_real, S_imag, S_abs, S_dB
1939,3,428.55,3.003,-0.73109,0.65369,0.98072,-0.16914
1939,4,571.4,3.997,0.91092,0.27968,0.95289,-0.41914
1939,5,714.25,4.998,0.0010356,-0.0024252,0.0026371,-51.578
1939,6,857.1,5.999,0.010628,-0.010825,0.015171,-36.38
1939,7,999.95,7,-0.0065183,-0.014013,0.015454,-36.219
1940,0,0,0,1,0,1,-2.0484e-10
1940,1,142.85,1.001,0.37614,-0.88405,0.96074,-0.34784
1940,2,285.7,2.002,-0.62187,-0.6769,0.91919,-0.73186
1940,3,428.55,3.003,-0.85469,0.41784,0.95136,-0.43307
1940,4,571.4,3.997,0.68055,0.66952,0.95467,-0.40291
1940,5,714.25,4.998,0.040162,0.022633,0.046101,-26.726
1940,6,857.1,5.999,0.029709,-0.023586,0.037933,-28.42
1940,7,999.95,7,-0.00060474,-0.0010432,0.0012058,-58.375
1941,0,0,0,1,0,1,-2.1464e-10
1941,1,142.85,1.001,0.30925,-0.90775,0.95898,-0.36383
1941,2,285.7,2.002,-0.73216,-0.5799,0.93399,-0.59318
1941,3,428.55,3.003,-0.68901,0.70084,0.9828,-0.15067
1941,4,571.4,3.997,0.94295,0.025078,0.94328,-0.50714
1941,5,714.25,4.998,0.010678,-0.00018917,0.010679,-39.429
1941,6,857.1,5.999,0.0021348,-0.002886,0.0035898,-48.899
1941,7,999.95,7,-0.03596,-0.048381,0.060281,-24.396
1942,0,0,0,1,0,1,-2.0648e-10
1942,1,142.85,1.001,0.36217,-0.88466,0.95592,-0.39157
1942,2,285.7,2.002,-0.63375,-0.66464,0.91836,-0.7397
1942,3,428.55,3.003,-0.84888,0.47801,0.97422,-0.22688
1942,4,571.4,3.997,0.65524,0.63645,0.91346,-0.78623
1942,5,714.25,4.998,-0.037331,-0.011237,0.038986,-28.182
1942,6,857.1,5.999,0.00068542,-0.00079675,0.001051,-59.568
1942,7,999.95,7,-0.067835,-0.075029,0.10115,-19.901
1943,0,0,0,1,0,1,-2.1103e-10
1943,1,142.85,1.001,0.3387,-0.89173,0.95388,-0.4101
1943,2,285.7,2.002,-0.66417,-0.63092,0.91607,-0.76145
1943,3,428.55,3.003,-0.80571,0.54217,0.97114,-0.25435
1943,4,571.4,3.997,0.8068,0.52234,0.96113,-0.34438
1943,5,714.25,4.998,-0.0036638,-0.003956,0.0053919,-45.365
1943,6,857.1,5.999,0.004428,-0.0054639,0.0070329,-43.057
1943,7,999.95,7,-0.029582,-0.045634,0.054383,-25.291
1944,0,0,0,1,0,1,-2.0693e-10
1944,1,142.85,1.001,0.35274,-0.89182,0.95905,-0.3632
1944,2,285.7,2.002,-0.66011,-0.64556,0.92331,-0.69307
1944,3,428.55,3.003,-0.81132,0.53261,0.97052,-0.25993
1944,4,571.4,3.997,0.84777,0.45853,0.96382,-0.32005
1944,5,714.25,4.998,0.012265,0.0008865,0.012297,-38.204
1944,6,857.1,5.999,0.0029459,-0.0035832,0.0046387,-46.672
1944,7,999.95,7,-0.041442,-0.057395,0.070793,-23
1945,0,0,0,1,0,1,-2.1424e-10
1945,1,142.85,1.001,0.32959,-0.88812,0.9473,-0.47021
1945,2,285.7,2.002,-0.66074,-0.61842,0.905,-0.86702
1945,3,428.55,3.003,-0.78467,0.57376,0.97206,-0.24615
1945,4,571.4,3.997,0.89728,0.31979,0.95256,-0.42214
1945,5,714.25,4.998,0.020249,-0.00086443,0.020268,-33.864
1945,6,857.1,5.999,0.00094603,-0.0012766,0.0015889,-55.978
1945,7,999.95,7,-0.066124,-0.07304,0.098526,-20.129
1946,0,0,0,1,0,1,-2.1182e-10
1946,1,142.85,1.001,0.32661,-0.90919,0.96608,-0.29974
1946,2,285.7,2.002,-0.72184,-0.60382,0.94109,-0.52739
1946,3,428.55,3.003,-0.74218,0.6329,0.97539,-0.21642
1946,4,571.4,3.997,0.87723,0.24644,0.91119,-0.8078
1946,5,714.25,4.998,0.033687,0.015007,0.036879,-28.664
1946,6,857.1,5.999,0.02751,-0.022383,0.035466,-29.004
1946,7,999.95,7,-0.00093182,-0.0016415,0.0018875,-54.482
1947,0,0,0,1,0,1,-2.1485e-10
1947,1,142.85,1.001,0.30586,-0.91629,0.96599,-0.30052
1947,2,285.7,2.002,-0.75338,-0.57522,0.94787,-0.46498
1947,3,428.55,3.003,-0.70077,0.69149,0.9845,-0.13571
1947,4,571.4,3.997,0.90244,0.34463,0.966,-0.30043
1947,5,714.25,4.998,-0.028273,-0.01798,0.033505,-29.498
1947,6,857.1,5.999,0.016501,-0.014804,0.022168,-33.085
1947,7,999.95,7,-0.00054829,-0.00086422,0.0010235,-59.798
1948,0,0,0,1,0,1,-2.1084e-10
1948,1,142.85,1.001,0.35379,-0.88487,0.95298,-0.41833
1948,2,285.7,2.002,-0.63231,-0.65153,0.90791,-0.83911
1948,3,428.55,3.003,-0.84195,0.45101,0.95514,-0.39865
1948,4,571.4,3.997,0.68652,0.68607,0.97057,-0.2595
1948,5,714.25,4.998,-0.00079924,-0.0054937,0.0055516,-45.112
1948,6,857.1,5.999,0.018846,-0.018031,0.026082,-31.673
1948,7,999.95,7,-0.0013726,-0.0028854,0.0031953,-49.91
1949,0,0,0,1,0,1,-2.1097e-10
1949,1,142.85,1.001,0.34847,-0.89123,0.95693,-0.38241
1949,2,285.7,2.002,-0.65503,-0.64235,0.91743,-0.74853
1949,3,428.55,3.003,-0.82131,0.49782,0.96041,-0.35089
1949,4,571.4,3.997,0.7701,0.57607,0.96172,-0.33905
1949,5,714.25,4.998,0.031456,0.013227,0.034124,-29.339
1949,6,857.1,5.999,0.029474,-0.025235,0.038801,-28.223
1949,7,999.95,7,-1.9672e-05,3.5184e-05,4.031e-05,-87.892
1950,0,0,0,1,0,1,-2.1265e-10
1950,1,142.85,1.001,0.319,-0.90747,0.96191,-0.33732
1950,2,285.7,2.002,-0.72228,-0.59647,0.93673,-0.56774
1950,3,428.55,3.003,-0.73502,0.64972,0.98101,-0.16654
1950,4,571.4,3.997,0.8954,0.36231,0.96592,-0.30116
1950,5,714.25,4.998,-0.024959,-0.012027,0.027706,-31.149
1950,6,857.1,5.999,0.0061519,-0.0068694,0.0092214,-40.704
1950,7,999.95,7,-0.0075299,-0.015035,0.016815,-35.486
1951,0,0,0,1,0,1,-2.095e-10
1951,1,142.85,1.001,0.34164,-0.89485,0.95785,-0.37409
1951,2,285.7,2.002,-0.6788,-0.63592,0.93014,-0.62903
1951,3,428.55,3.003,-0.78771,0.59091,0.98471,-0.13381
1951,4,571.4,3.997,0.71537,0.49633,0.87069,-1.2027
1951,5,714.25,4.998,-0.037115,-0.0056042,0.037536,-28.511
1951,6,857.1,5.999,0.00026927,-0.00029628,0.00040035,-67.951
1951,7,999.95,7,-0.054067,-0.0585,0.079659,-21.975
1952,0,0,0,1,0,1,-2.0703e-10
1952,1,142.85,1.001,0.349,-0.89734,0.96282,-0.32909
1952,2,285.7,2.002,-0.68322,-0.64327,0.9384,-0.55227
1952,3,428.55,3.003,-0.79207,0.58524,0.98482,-0.13283
1952,4,571.4,3.997,0.77342,0.50175,0.92192,-0.70614
1952,5,714.25,4.998,-0.011067,-0.0045585,0.011969,-38.439
1952,6,857.1,5.999,0.002739,-0.0037802,0.0046682,-46.617
1952,7,999.95,7,-0.022396,-0.033661,0.040431,-27.866
1953,0,0,0,1,0,1,-2.0352e-10
1953,1,142.85,1.001,0.37251,-0.88683,0.96189,-0.33751
1953,2,285.7,2.002,-0.63025,-0.67713,0.92505,-0.67669
1953,3,428.55,3.003,-0.86542,0.42058,0.96221,-0.33462
1953,4,571.4,3.997,0.56504,0.79324,0.97391,-0.22964
1953,5,714.25,4.998,-0.044803,-0.051041,0.067915,-23.361
1953,6,857.1,5.999,0.029223,-0.021178,0.03609,-28.852
1953,7,999.95,7,9.8085e-05,-5.7274e-05,0.00011358,-78.894
1954,0,0,0,1,0,1,-2.1019e-10
1954,1,142.85,1.001,0.33807,-0.89719,0.95877,-0.36574
1954,2,285.7,2.002,-0.68555,-0.63045,0.93137,-0.61758
1954,3,428.55,3.003,-0.78587,0.59142,0.98355,-0.1441
1954,4,571.4,3.997,0.76797,0.50867,0.92115,-0.71338
1954,5,714.25,4.998,-0.023124,-0.0073234,0.024256,-32.304
1954,6,857.1,5.999,0.0025806,-0.0035178,0.0043628,-47.205
1954,7,999.95,7,-0.02767,-0.040216,0.048816,-26.229
1955,0,0,0,1,0,1,-2.1364e-10
1955,1,142.85,1.001,0.30788,-0.91687,0.96718,-0.28982
1955,2,285.7,2.002,-0.76007,-0.5747,0.95288,-0.41921
1955,3,428.55,3.003,-0.67185,0.72157,0.98592,-0.12315
1955,4,571.4,3.997,0.90866,0.29202,0.95443,-0.40513
1955,5,714.25,4.998,-0.044569,-0.012139,0.046192,-26.709
1955,6,857.1,5.999,0.0012002,-0.0015796,0.0019839,-54.05
1955,7,999.95,7,-0.019682,-0.028688,0.03479,-29.171
1956,0,0,0,1,0,1,-2.0914e-10
1956,1,142.85,1.001,0.35102,-0.88645,0.95342,-0.4143
1956,2,285.7,2.002,-0.63832,-0.64791,0.90953,-0.82369
1956,3,428.55,3.003,-0.83667,0.46326,0.95636,-0.38755
1956,4,571.4,3.997,0.70991,0.6607,0.96979,-0.26645
1956,5,714.25,4.998,0.012235,0.0017409,0.012359,-38.161
1956,6,857.1,5.999,0.020155,-0.018904,0.027633,-31.171
1956,7,999.95,7,-0.0028271,-0.0064077,0.0070037,-43.094
1957,0,0,0,1,0,1,-2.0452e-10
1957,1,142.85,1.001,0.35417,-0.90238,0.96939,-0.27003
1957,2,285.7,2.002,-0.6921,-0.64355,0.94507,-0.49072
1957,3,428.55,3.003,-0.79389,0.57063,0.97769,-0.19599
1957,4,571.4,3.997,0.84183,0.4594,0.95902,-0.36343
1957,5,714.25,4.998,0.00033777,-0.0033723,0.0033892,-49.398
1957,6,857.1,5.999,0.013749,-0.012583,0.018638,-34.592
1957,7,999.95,7,-0.0024469,-0.005821,0.0063144,-43.993
1958,0,0,0,1,0,1,-2.2151e-10
1958,1,142.85,1.001,0.26586,-0.928,0.96533,-0.30648
1958,2,285.7,2.002,-0.81624,-0.49873,0.95655,-0.38584
1958,3,428.55,3.003,-0.50833,0.84155,0.98316,-0.14752
1958,4,571.4,3.997,0.69909,-0.42768,0.81953,-1.7287
1958,5,714.25,4.998,0.015524,-8.2941e-05,0.015524,-36.18
1958,6,857.1,5.999,0.003147,-0.0044151,0.0054218,-45.317
1958,7,999.95,7,-0.037182,-0.050191,0.062463,-24.087
1959,0,0,0,1,0,1,-2.08e-10
1959,1,142.85,1.001,0.35515,-0.88599,0.95452,-0.40433
1959,2,285.7,2.002,-0.63604,-0.65474,0.91281,-0.79236
1959,3,428.55,3.003,-0.84576,0.45892,0.96224,-0.33432
1959,4,571.4,3.997,0.66178,0.70361,0.96593,-0.30107
1959,5,714.25,4.998,-0.027091,-0.019439,0.033343,-29.54
1959,6,857.1,5.999,0.013323,-0.013516,0.018979,-34.435
1959,7,999.95,7,-0.0036082,-0.0080753,0.0088447,-41.066
1960,0,0,0,1,0,1,-2.1644e-10
1960,1,142.85,1.001,0.30118,-0.91623,0.96446,-0.31433
1960,2,285.7,2.002,-0.76619,-0.56271,0.95063,-0.4398
1960,3,428.55,3.003,-0.62533,0.7598,0.98405,-0.1397
1960,4,571.4,3.997,0.95345,-0.0086088,0.95349,-0.41371
1960,5,714.25,4.998,-0.0036488,-0.0011323,0.0038204,-48.358
1960,6,857.1,5.999,-3.1376e-05,-2.0876e-05,3.7686e-05,-88.476
1960,7,999.95,7,-0.1584,-0.10693,0.19111,-14.374
1961,0,0,0,1,0,1,-2.1788e-10
1961,1,142.85,1.001,0.33432,-0.90228,0.96223,-0.33444
1961,2,285.7,2.002,-0.70286,-0.62412,0.93997,-0.53776
1961,3,428.55,3.003,-0.77055,0.61475,0.98573,-0.12484
1961,4,571.4,3.997,0.73824,0.52887,0.90814,-0.83699
1961,5,714.25,4.998,-0.062734,-0.020011,0.065848,-23.629
1961,6,857.1,5.999,0.0020441,-0.0027262,0.0034074,-49.352
1961,7,999.95,7,-0.019124,-0.029497,0.035155,-29.08
1962,0,0,0,1,0,1,-2.0848e-10
1962,1,142.85,1.001,0.34773,-0.89437,0.95959,-0.35825
1962,2,285.7,2.002,-0.67187,-0.64591,0.93199,-0.61174
1962,3,428.55,3.003,-0.81215,0.55513,0.98374,-0.14236
1962,4,571.4,3.997,0.66623,0.59022,0.89007,-1.0115
1962,5,714.25,4.998,-0.065497,-0.020792,0.068718,-23.259
1962,6,857.1,5.999,0.0018983,-0.0025733,0.0031977,-49.903
1962,7,999.95,7,-0.02552,-0.037158,0.045078,-26.921
1963,0,0,0,1,0,1,-2.1025e-10
1963,1,142.85,1.001,0.33687,-0.89723,0.95838,-0.36921
1963,2,285.7,2.002,-0.68748,-0.62685,0.93036,-0.62695
1963,3,428.55,3.003,-0.77448,0.60599,0.98338,-0.14558
1963,4,571.4,3.997,0.82001,0.43449,0.92801,-0.64899
1963,5,714.25,4.998,-0.011072,-0.0032846,0.011549,-38.749
1963,6,857.1,5.999,0.00070278,-0.00087687,0.0011237,-58.987
1963,7,999.95,7,-0.061989,-0.068592,0.092452,-20.682
1964,0,0,0,1,0,1,-2.1728e-10
1964,1,142.85,1.001,0.2931,-0.91641,0.96214,-0.33524
1964,2,285.7,2.002,-0.76952,-0.55189,0.94697,-0.47331
1964,3,428.55,3.003,-0.61597,0.76842,0.98483,-0.13279
1964,4,571.4,3.997,0.94773,-0.071156,0.95039,-0.44194
1964,5,714.25,4.998,0.001623,-0.0012613,0.0020554,-53.742
1964,6,857.1,5.999,0.0008392,-0.0011258,0.0014042,-57.051
1964,7,999.95,7,-0.061671,-0.067286,0.091273,-20.793
1965,0,0,0,1,0,1,-2.0642e-10
1965,1,142.85,1.001,0.35319,-0.89546,0.9626,-0.33107
1965,2,285.7,2.002,-0.67198,-0.64706,0.93287,-0.60359
1965,3,428.55,3.003,-0.8085,0.54947,0.97755,-0.19726
1965,4,571.4,3.997,0.82074,0.50429,0.96328,-0.32491
1965,5,714.25,4.998,0.0012509,-0.0023841,0.0026924,-51.397
1965,6,857.1,5.999,0.0041958,-0.0050177,0.0065408,-43.687
1965,7,999.95,7,-0.028455,-0.044141,0.052517,-25.594
1966,0,0,0,1,0,1,-2.1266e-10
1966,1,142.85,1.001,0.32314,-0.9023,0.95842,-0.36887
1966,2,285.7,2.002,-0.70222,-0.60255,0.9253,-0.67432
1966,3,428.55,3.003,-0.752,0.61106,0.96897,-0.2738
1966,4,571.4,3.997,0.88673,0.25024,0.92136,-0.71137
1966,5,714.25,4.998,0.036182,0.012794,0.038377,-28.319
1966,6,857.1,5.999,0.020485,-0.019276,0.028128,-31.017
1966,7,999.95,7,-0.0018543,-0.0039361,0.004351,-47.228
1967,0,0,0,1,0,1,-2.1069e-10
1967,1,142.85,1.001,0.33649,-0.89949,0.96037,-0.35127
1967,2,285.7,2.002,-0.69208,-0.62386,0.93176,-0.6139
1967,3,428.55,3.003,-0.77486,0.60007,0.98005,-0.17506
1967,4,571.4,3.997,0.86663,0.41682,0.96166,-0.33958
1967,5,714.25,4.998,-0.003626,-0.0034181,0.0049831,-46.05
1967,6,857.1,5.999,0.0040154,-0.0050455,0.0064483,-43.811
1967,7,999.95,7,-0.020226,-0.032776,0.038514,-28.288
1968,0,0,0,1,0,1,-2.1328e-10
1968,1,142.85,1.001,0.33802,-0.90073,0.96207,-0.33591
1968,2,285.7,2.002,-0.68998,-0.62923,0.93381,-0.59483
1968,3,428.55,3.003,-0.79899,0.56175,0.97671,-0.20472
1968,4,571.4,3.997,0.77034,0.58936,0.96994,-0.26514
1968,5,714.25,4.998,-0.010148,-0.011551,0.015376,-36.263
1968,6,857.1,5.999,0.029908,-0.024516,0.038672,-28.252
1968,7,999.95,7,0.00027006,-0.0012295,0.0012588,-58.001
1969,0,0,0,1,0,1,-2.1352e-10
1969,1,142.85,1.001,0.33287,-0.9003,0.95987,-0.35577
1969,2,285.7,2.002,-0.69456,-0.6198,0.9309,-0.62196
1969,3,428.55,3.003,-0.77422,0.59839,0.97851,-0.18865
1969,4,571.4,3.997,0.87525,0.40404,0.96401,-0.31841
1969,5,714.25,4.998,0.014985,0.0018551,0.015099,-36.421
1969,6,857.1,5.999,0.00829,-0.0094735,0.012588,-38.001
1969,7,999.95,7,-0.022313,-0.038655,0.044632,-27.007
1970,0,0,0,1,0,1,-2.1532e-10
1970,1,142.85,1.001,0.31616,-0.9035,0.95722,-0.3798
1970,2,285.7,2.002,-0.7123,-0.59529,0.92831,-0.64618
1970,3,428.55,3.003,-0.73678,0.64517,0.97933,-0.18141
1970,4,571.4,3.997,0.91845,0.28309,0.96109,-0.34468
1970,5,714.25,4.998,0.0088636,-0.00010616,0.0088642,-41.047
1970,6,857.1,5.999,0.0069925,-0.00839,0.010922,-39.234
1970,7,999.95,7,-0.016235,-0.02872,0.032991,-29.632
1971,0,0,0,1,0,1,-2.1251e-10
1971,1,142.85,1.001,0.3265,-0.90388,0.96104,-0.34518
1971,2,285.7,2.002,-0.70934,-0.60877,0.93475,-0.58605
1971,3,428.55,3.003,-0.75126,0.63064,0.98087,-0.1678
1971,4,571.4,3.997,0.90083,0.34066,0.96309,-0.32665
1971,5,714.25,4.998,0.0078218,-0.00029963,0.0078275,-42.128
1971,6,857.1,5.999,0.0089623,-0.010286,0.013643,-37.302
1971,7,999.95,7,-0.0077781,-0.015455,0.017302,-35.238
1972,0,0,0,1,0,1,-2.0703e-10
1972,1,142.85,1.001,0.35624,-0.89087,0.95946,-0.35948
1972,2,285.7,2.002,-0.65483,-0.65018,0.92279,-0.69795
1972,3,428.55,3.003,-0.8185,0.51489,0.96698,-0.29164
1972,4,571.4,3.997,0.83584,0.47305,0.96042,-0.35082
1972,5,714.25,4.998,0.028517,0.0071991,0.029412,-30.63
1972,6,857.1,5.999,0.0089416,-0.010015,0.013426,-37.441
1972,7,999.95,7,-0.011752,-0.022744,0.025601,-31.835
1973,0,0,0,1,0,1,-2.046e-10
1973,1,142.85,1.001,0.36205,-0.89273,0.96336,-0.32426
1973,2,285.7,2.002,-0.65606,-0.66041,0.93089,-0.62206
1973,3,428.55,3.003,-0.83666,0.49207,0.97064,-0.25885
1973,4,571.4,3.997,0.70396,0.66782,0.97033,-0.26161
1973,5,714.25,4.998,-0.032457,-0.024975,0.040953,-27.754
1973,6,857.1,5.999,0.01315,-0.012157,0.017909,-34.939
1973,7,999.95,7,-0.0023439,-0.0055613,0.006035,-44.386
1974,0,0,0,1,0,1,-2.2625e-10
1974,1,142.85,1.001,0.294,-0.91169,0.95792,-0.3734
1974,2,285.7,2.002,-0.74907,-0.56105,0.93589,-0.57552
1974,3,428.55,3.003,-0.67187,0.71943,0.98438,-0.13678
1974,4,571.4,3.997,0.94587,0.16902,0.96085,-0.34685
1974,5,714.25,4.998,-0.0042385,-0.0032457,0.0053385,-45.452
1974,6,857.1,5.999,0.0063827,-0.0079081,0.010163,-39.86
1974,7,999.95,7,-0.012618,-0.022588,0.025873,-31.743
1975,0,0,0,1,0,1,-2.0628e-10
1975,1,142.85,1.001,0.37108,-0.88483,0.9595,-0.35914
1975,2,285.7,2.002,-0.62714,-0.67257,0.9196,-0.72802
1975,3,428.55,3.003,-0.85518,0.43581,0.95983,-0.35615
1975,4,571.4,3.997,0.68367,0.68757,0.96961,-0.26802
1975,5,714.25,4.998,0.014111,0.0030603,0.014439,-36.809
1975,6,857.1,5.999,0.015903,-0.01519,0.021992,-33.155
1975,7,999.95,7,-0.0051932,-0.011962,0.013041,-37.694
1976,0,0,0,1,0,1,-2.0173e-10
1976,1,142.85,1.001,0.39644,-0.8714,0.95734,-0.3787
1976,2,285.7,2.002,-0.57641,-0.70379,0.90971,-0.82192
1976,3,428.55,3.003,-0.88793,0.33331,0.94843,-0.45989
1976,4,571.4,3.997,0.57469,0.7793,0.96829,-0.2799
1976,5,714.25,4.998,0.023615,0.0056668,0.024285,-32.293
1976,6,857.1,5.999,0.0068201,-0.007772,0.01034,-39.71
1976,7,999.95,7,-0.022455,-0.038835,0.04486,-26.963
1977,0,0,0,1,0,1,-2.0438e-10
1977,1,142.85,1.001,0.37053,-0.88747,0.96172,-0.33905
1977,2,285.7,2.002,-0.63702,-0.67416,0.92752,-0.65354
1977,3,428.55,3.003,-0.85729,0.45711,0.97154,-0.25077
1977,4,571.4,3.997,0.63264,0.71925,0.95789,-0.37371
1977,5,714.25,4.998,-0.047444,-0.030406,0.056351,-24.982
1977,6,857.1,5.999,0.0090108,-0.0094697,0.013072,-37.673
1977,7,999.95,7,-0.0048802,-0.010641,0.011707,-38.631
1978,0,0,0,1,0,1,-2.1196e-10
1978,1,142.85,1.001,0.32988,-0.90109,0.95957,-0.35847
1978,2,285.7,2.002,-0.69193,-0.61456,0.92545,-0.67297
1978,3,428.55,3.003,-0.78073,0.56655,0.96464,-0.31273
1978,4,571.4,3.997,0.82029,0.46558,0.9432,-0.5079
1978,5,714.25,4.998,0.023539,0.011141,0.026042,-31.686
1978,6,857.1,5.999,0.036821,-0.027043,0.045685,-26.805
1978,7,999.95,7,9.6376e-05,6.9971e-06,9.6629e-05,-80.298
1979,0,0,0,1,0,1,-2.0841e-10
1979,1,142.85,1.001,0.34182,-0.90216,0.96475,-0.31173
1979,2,285.7,2.002,-0.693,-0.63135,0.93747,-0.56082
1979,3,428.55,3.003,-0.79553,0.56522,0.97588,-0.21211
1979,4,571.4,3.997,0.78926,0.5625,0.96919,-0.27179
1979,5,714.25,4.998,-0.019848,-0.017769,0.02664,-31.489
1979,6,857.1,5.999,0.021393,-0.01752,0.027651,-31.166
1979,7,999.95,7,-0.00039533,-0.00055804,0.00068388,-63.3
1980,0,0,0,1,0,1,-2.1767e-10
1980,1,142.85,1.001,0.33893,-0.90151,0.96312,-0.32642
1980,2,285.7,2.002,-0.69758,-0.62338,0.93553,-0.57886
1980,3,428.55,3.003,-0.76579,0.60955,0.97877,-0.18638
1980,4,571.4,3.997,0.90759,0.30843,0.95857,-0.36754
1980,5,714.25,4.998,0.0085834,0.00010853,0.0085841,-41.326
1980,6,857.1,5.999,0.0038687,-0.0046926,0.0060817,-44.319
1980,7,999.95,7,-0.025189,-0.039374,0.046742,-26.606
1981,0,0,0,1,0,1,-2.0642e-10
1981,1,142.85,1.001,0.35824,-0.89198,0.96123,-0.34347
1981,2,285.7,2.002,-0.65418,-0.65807,0.92791,-0.64992
1981,3,428.55,3.003,-0.8404,0.48619,0.97091,-0.25644
1981,4,571.4,3.997,0.67573,0.69403,0.96866,-0.2766
1981,5,714.25,4.998,-0.025449,-0.021498,0.033314,-29.547
1981,6,857.1,5.999,0.018298,-0.016422,0.024587,-32.186
1981,7,999.95,7,-0.0020259,-0.004648,0.0050703,-45.899
1982,0,0,0,1,0,1,-2.0666e-10
1982,1,142.85,1.001,0.35785,-0.89306,0.96209,-0.3357
1982,2,285.7,2.002,-0.65901,-0.65422,0.9286,-0.64344
1982,3,428.55,3.003,-0.82894,0.50438,0.97033,-0.26163
1982,4,571.4,3.997,0.73356,0.63331,0.96912,-0.27242
1982,5,714.25,4.998,-0.031755,-0.020707,0.03791,-28.425
1982,6,857.1,5.999,0.0073266,-0.0075334,0.010509,-39.569
1982,7,999.95,7,-0.010604,-0.021364,0.023851,-32.45
1983,0,0,0,1,0,1,-1.9985e-10
1983,1,142.85,1.001,0.38316,-0.88802,0.96716,-0.29006
1983,2,285.7,2.002,-0.63274,-0.68828,0.93493,-0.58444
1983,3,428.55,3.003,-0.86599,0.42861,0.96625,-0.29821
1983,4,571.4,3.997,0.61205,0.75551,0.97232,-0.2438
1983,5,714.25,4.998,-0.021688,-0.026144,0.033969,-29.378
1983,6,857.1,5.999,0.026807,-0.01956,0.033184,-29.581
1983,7,999.95,7,1.4074e-05,2.4905e-05,2.8607e-05,-90.871
1984,0,0,0,1,0,1,-2.0666e-10
1984,1,142.85,1.001,0.3552,-0.89024,0.95848,-0.36832
1984,2,285.7,2.002,-0.65029,-0.65121,0.9203,-0.72144
1984,3,428.55,3.003,-0.83009,0.48901,0.96342,-0.32366
1984,4,571.4,3.997,0.74854,0.6142,0.96827,-0.28005
1984,5,714.25,4.998,0.0086723,0.00021684,0.008675,-41.235
1984,6,857.1,5.999,0.019358,-0.017984,0.026422,-31.561
1984,7,999.95,7,-0.00096831,-0.0019462,0.0021737,-53.256
1985,0,0,0,1,0,1,-2.0301e-10
1985,1,142.85,1.001,0.37351,-0.88352,0.95923,-0.36156
1985,2,285.7,2.002,-0.62196,-0.67594,0.91855,-0.73797
1985,3,428.55,3.003,-0.86101,0.42343,0.95949,-0.35915
1985,4,571.4,3.997,0.63722,0.73205,0.97054,-0.25976
1985,5,714.25,4.998,-0.022229,-0.018259,0.028766,-30.822
1985,6,857.1,5.999,0.012696,-0.012405,0.01775,-35.016
1985,7,999.95,7,-0.0029733,-0.0068877,0.007502,-42.496
1986,0,0,0,1,0,1,-2.0983e-10
1986,1,142.85,1.001,0.3438,-0.89435,0.95815,-0.37132
1986,2,285.7,2.002,-0.66839,-0.63869,0.92448,-0.68201
1986,3,428.55,3.003,-0.8161,0.52924,0.97269,-0.24052
1986,4,571.4,3.997,0.75884,0.59935,0.96698,-0.29164
1986,5,714.25,4.998,0.0015711,-0.0036136,0.0039404,-48.089
1986,6,857.1,5.999,0.016278,-0.016176,0.022948,-32.785
1986,7,999.95,7,-0.0052535,-0.011592,0.012727,-37.905
1987,0,0,0,1,0,1,-2.0567e-10
1987,1,142.85,1.001,0.35975,-0.89091,0.9608,-0.34733
1987,2,285.7,2.002,-0.65467,-0.6573,0.92771,-0.65176
1987,3,428.55,3.003,-0.82751,0.51483,0.97459,-0.22357
1987,4,571.4,3.997,0.78202,0.55756,0.96043,-0.35067
1987,5,714.25,4.998,0.0034596,-0.0018288,0.0039132,-48.149
1987,6,857.1,5.999,0.0034286,-0.0041643,0.0053942,-45.362
1987,7,999.95,7,-0.039181,-0.055816,0.068195,-23.325
1988,0,0,0,1,0,1,-2.2135e-10
1988,1,142.85,1.001,0.32262,-0.90057,0.95661,-0.3853
1988,2,285.7,2.002,-0.7021,-0.60915,0.92952,-0.63482
1988,3,428.55,3.003,-0.75846,0.62653,0.98377,-0.1421
1988,4,571.4,3.997,0.79734,0.4726,0.92688,-0.65951
1988,5,714.25,4.998,-0.037533,-0.010883,0.039079,-28.161
1988,6,857.1,5.999,0.0026461,-0.0035972,0.0044656,-47.002
1988,7,999.95,7,-0.020878,-0.032032,0.038235,-28.351
1989,0,0,0,1,0,1,-2.0511e-10
1989,1,142.85,1.001,0.36988,-0.88426,0.95851,-0.36809
1989,2,285.7,2.002,-0.62542,-0.66935,0.91607,-0.76144
1989,3,428.55,3.003,-0.85046,0.43359,0.95461,-0.4035
1989,4,571.4,3.997,0.69934,0.66804,0.96714,-0.2902
1989,5,714.25,4.998,0.011868,0.0021536,0.012062,-38.372
1989,6,857.1,5.999,0.012417,-0.012086,0.017328,-35.225
1989,7,999.95,7,-0.0096523,-0.020795,0.022926,-32.794
1990,0,0,0,1,0,1,-2.1017e-10
1990,1,142.85,1.001,0.34245,-0.89689,0.96005,-0.35415
1990,2,285.7,2.002,-0.67977,-0.63596,0.93088,-0.62211
1990,3,428.55,3.003,-0.80227,0.56245,0.97979,-0.17736
1990,4,571.4,3.997,0.76814,0.56354,0.95268,-0.42102
1990,5,714.25,4.998,-0.022017,-0.011424,0.024804,-32.11
1990,6,857.1,5.999,0.0075802,-0.0087864,0.011604,-38.708
1990,7,999.95,7,-0.0090926,-0.017721,0.019917,-34.015
1991,0,0,0,1,0,1,-2.126e-10
1991,1,142.85,1.001,0.32566,-0.89689,0.95418,-0.40739
